university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,Unnamed: 0,UA_Continent,Housing,Cost of Living,Startups,Venture Capital,Travel Connectivity,Commute,Business Freedom,Safety,Healthcare,Education,Environmental Quality,Economy,Taxation,Internet Access,Leisure & Culture,Tolerance,Outdoors
Beijing University of Technology,2021,651-700,nan,https://www.topuniversities.com/universities/beijing-university-technology,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/beijing-university-of-technology_2012_small.jpg,Public,Very High,10.0,785,L,2.411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bogaziçi Üniversitesi,2021,651-700,nan,https://www.topuniversities.com/universities/bogazici-universitesi,Turkey,Istanbul,Asia,https://www.topuniversities.com/sites/default/files/bogazii-niversitesi_1575_small.jpg,Public,High,22.0,387,L,617,113.0,Asia,9.1375,8.787,6.9535,2.111,5.8355,4.06575,5.948333333333333,6.8935,6.839999999999998,2.1525,3.40475,4.093500000000001,4.323499999999999,3.5005,10.0,3.8925,5.7435
Brno University of Technology,2021,651-700,nan,https://www.topuniversities.com/universities/brno-university-technology,Czech Republic,Brno,Europe,https://www.topuniversities.com/sites/default/files/brno-university-of-technology_592560cf2aeae70239af4aca_small.jpg,Public,Very High,13.0,4.562,L,1.464,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Central South University,2021,651-700,nan,https://www.topuniversities.com/universities/central-south-university,China (Mainland),nan,Asia,https://www.topuniversities.com/sites/default/files/central-south-university_871_small.jpg,Public,Very High,20.0,1.682,XL,2.783,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
City University of New York,2021,651-700,nan,https://www.topuniversities.com/universities/city-university-new-york,United States,New York City,North America,https://www.topuniversities.com/sites/default/files/city-university-of-new-york_149_small.jpg,Public,Very High,16.0,6.462,XL,7.782,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Edith Cowan University ,2021,651-700,nan,https://www.topuniversities.com/universities/edith-cowan-university,Australia,Joondalup,Oceania,https://www.topuniversities.com/sites/default/files/edith-cowan-university_841_small.jpg,Public,Very High,18.0,4.815,L,863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Howard University,2021,651-700,nan,https://www.topuniversities.com/universities/howard-university,United States,Washington D.C.,North America,https://www.topuniversities.com/sites/default/files/howard-university_592560cf2aeae70239af4dc1_small.jpg,Private,High,8.0,531,M,1.111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jadavpur University,2021,651-700,nan,https://www.topuniversities.com/universities/jadavpur-university,India,Kolkata,Asia,https://www.topuniversities.com/sites/default/files/jadavpur-university_592560cf2aeae70239af4e11_small.jpg,Public,Very High,15.0,67,M,718,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jordan University of Science & Technology,2021,651-700,nan,https://www.topuniversities.com/universities/jordan-university-science-technology,Jordan,Irbid,Asia,https://www.topuniversities.com/sites/default/files/jordan-university-of-science-technology_592560cf2aeae70239af545b_small.jpg,Public,High,15.0,2.903,L,1.561,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kagoshima University,2021,651-700,nan,https://www.topuniversities.com/universities/kagoshima-university,Japan,Kagoshima City,Asia,https://www.topuniversities.com/sites/default/files/kagoshima-university_592560cf2aeae70239af4bb6_small.jpg,Public,High,8.0,343,M,1.331,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lahore University of Management Sciences (LUMS),2021,651-700,nan,https://www.topuniversities.com/universities/lahore-university-management-sciences-lums,Pakistan,Lahore,Asia,https://www.topuniversities.com/sites/default/files/lahore-university-of-management-sciences-lums_592560cf2aeae70239af531b_small.jpg,Private,Very High,10.0,57,S,458,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Leibniz University Hannover,2021,651-700,nan,https://www.topuniversities.com/universities/leibniz-university-hannover,Germany,Hanover,Europe,https://www.topuniversities.com/sites/default/files/leibniz-universitt-hannover_249_small.jpg,Public,Very High,10.0,4.157,L,2.540,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
National and Kapodistrian University of Athens,2021,651-700,nan,https://www.topuniversities.com/universities/national-kapodistrian-university-athens,Greece,Athens,Europe,https://www.topuniversities.com/sites/default/files/national-and-kapodistrian-university-of-athens_33_small.jpg,Public,Very High,31.0,6.228,XL,2.164,10.0,Europe,9.052499999999998,6.5,4.404,2.325,3.707,5.21975,6.168999999999999,6.7585,7.153,3.1625,3.80225,3.3199999999999994,4.1665,2.2279999999999998,7.876000000000001,6.268000000000001,6.483
"National Technical University  ""Kharkiv Polytechnic Institute""",2021,651-700,nan,https://www.topuniversities.com/universities/national-technical-university-kharkiv-polytechnic-institute,Ukraine,Kharkiv,Europe,https://www.topuniversities.com/sites/default/files/national-technical-university-kharkiv-polytechnic-institute_592560cf2aeae70239af56a1_small.jpg,Public,Very high,8.0,"1,257",M,"1,429",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Northumbria University at Newcastle,2021,651-700,nan,https://www.topuniversities.com/universities/northumbria-university-newcastle,United Kingdom,Newcastle upon Tyne,Europe,https://www.topuniversities.com/sites/default/files/northumbria-university-at-newcastle_592560cf2aeae70239af4c4b_small.jpg,Public,Very High,15.0,5.422,L,1.545,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
O.P. Jindal Global University,2021,651-700,nan,https://www.topuniversities.com/universities/op-jindal-global-university,India,Sonipat,Asia,https://www.topuniversities.com/sites/default/files/o.p.-jindal-global-university_592560cf2aeae70239af5884_small.jpg,Private,Very High,8.0,25,M,832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Osaka Prefecture University ,2021,651-700,nan,https://www.topuniversities.com/universities/osaka-prefecture-university,Japan,Osaka City,Asia,https://www.topuniversities.com/sites/default/files/osaka-prefecture-university-_592560cf2aeae70239af4e81_small.jpg,Public,Very High,9.0,299,M,865,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pavol Jozef Šafárik University in Košice,2021,651-700,nan,https://www.topuniversities.com/universities/pavol-jozef-safarik-university-kosice,Slovakia,nan,Europe,https://www.topuniversities.com/sites/default/files/pavol-josef-safarik-university_592560e59988f300e2321b52_small.jpg,Public,High,8.0,1.548,M,810,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Philipps-Universität Marburg ,2021,651-700,nan,https://www.topuniversities.com/universities/philipps-universitat-marburg,Germany,Marburg,Europe,https://www.topuniversities.com/sites/default/files/philipps-universitt-marburg_392_small.jpg,Public,High,21.0,3.133,L,1.115,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pontifícia Universidade Católica do Rio de Janeiro,2021,651-700,nan,https://www.topuniversities.com/universities/pontificia-universidade-catolica-do-rio-de-janeiro,Brazil,Rio de Janeiro,Latin America,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-rio-de-janeiro_526_small.jpg,Private,Very High,16.0,169,M,696,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Savitribai Phule Pune University,2021,651-700,nan,https://www.topuniversities.com/universities/savitribai-phule-pune-university,India,Pune,Asia,https://www.topuniversities.com/sites/default/files/university-of-pune_592560cf2aeae70239af4c80_small.jpg,Public,Very High,6.0,135,S,686,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sejong University ,2021,651-700,nan,https://www.topuniversities.com/universities/sejong-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/sejong-university_1094_small.jpg,Private,Very High,14.0,1.536,L,919,223.0,Asia,6.142500000000001,3.698000000000001,5.283500000000001,4.066000000000001,6.155999999999999,5.718999999999999,8.279333333333334,8.305,8.549,6.8655,6.787000000000001,5.561,6.6075,7.637,8.200000000000001,4.484,5.776
Soochow University,2021,651-700,nan,https://www.topuniversities.com/universities/soochow-university,China (Mainland),Suzhou,Asia,https://www.topuniversities.com/sites/default/files/soochow-university_592560cf2aeae70239af4dfa_small.jpg,Public,Very High,13.0,1.403,XL,3.618,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tallinn University of Technology (TalTech),2021,651-700,nan,https://www.topuniversities.com/universities/tallinn-university-technology-taltech,Estonia,Tallinn,Europe,https://www.topuniversities.com/sites/default/files/tallinn-university-of-technology-taltech_592560cf2aeae70239af4cd3_small.jpg,Public,Very High,12.0,1.290,M,699,234.0,Europe,8.376500000000002,6.931000000000001,5.356,5.829,1.9705,5.932500000000001,8.129333333333333,9.4255,7.366333333333333,5.355,7.825500000000001,4.1850000000000005,5.341,5.202,7.0235,7.838500000000001,4.5355
Tokyo Metropolitan University,2021,651-700,nan,https://www.topuniversities.com/universities/tokyo-metropolitan-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/tokyo-metropolitan-university_592560cf2aeae70239af4ce9_small.jpg,Public,Very High,11.0,562,M,822,244.0,Asia,5.657000000000001,3.431,6.297000000000001,3.962999999999999,8.1515,6.0075,8.377666666666666,10.0,8.82633333333333,6.980500000000001,5.955750000000001,3.7235,6.033,4.835000000000001,9.342000000000002,7.194500000000001,6.5225
Universidad Anáhuac México,2021,651-700,nan,https://www.topuniversities.com/universities/universidad-anahuac-mexico,Mexico,Huixquilucan,Latin America,https://www.topuniversities.com/sites/default/files/universidad-anahuac_592560cf2aeae70239af4a97_small.jpg,Private,Medium,8.0,507,L,1.816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad de Antioquia,2021,651-700,nan,https://www.topuniversities.com/universities/universidad-de-antioquia,Colombia,Medellin,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-antioquia_592560cf2aeae70239af5149_small.jpg,Public,High,22.0,212,XL,1.747,152.0,South America,9.2315,9.315,4.618,0.0,0.928,5.3545,6.348666666666665,7.477,6.790666666666666,1.531,6.17075,4.5945,1.8515000000000004,4.1485,5.029,9.302,3.662
Universidad ICESI,2021,651-700,nan,https://www.topuniversities.com/universities/universidad-icesi,Colombia,Cali,Latin America,https://www.topuniversities.com/sites/default/files/universidad-icesi_592560cf2aeae70239af5150_small.jpg,Private,Medium,8.0,122,M,782,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad Nacional de La Plata (UNLP),2021,651-700,nan,https://www.topuniversities.com/universities/universidad-nacional-de-la-plata-unlp,Argentina,La Plata,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-la-plata-unlp_1690_small.jpg,Public,High,11.0,7.040,XL,5.519,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad Pontificia Bolivariana ,2021,651-700,nan,https://www.topuniversities.com/universities/universidad-pontificia-bolivariana,Colombia,Medellín,Latin America,https://www.topuniversities.com/sites/default/files/universidad-pontificia-bolivariana-_592560cf2aeae70239af5511_small.jpg,Private,Very High,9.0,276,M,916,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad Pontificia Comillas,2021,651-700,nan,https://www.topuniversities.com/universities/universidad-pontificia-comillas,Spain,Madrid,Europe,https://www.topuniversities.com/sites/default/files/universidad-pontificia-comillas_592560de9988f300e2320721_small.jpg,Private,Very High,10.0,478,M,906,145.0,Europe,6.414000000000001,6.2490000000000006,0.0,4.79,5.8555,5.285750000000001,7.1196666666666655,7.7925,8.916333333333332,4.291500000000001,5.5655,4.296,3.894000000000001,6.241,9.338,7.665000000000001,6.22
Universidad Torcuato Di Tella,2021,651-700,nan,https://www.topuniversities.com/universities/universidad-torcuato-di-tella,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-torcuato-di-tella_592560cf2aeae70239af4ced_small.jpg,Private,High,13.0,459,S,187,46.0,South America,8.812000000000001,7.763999999999999,4.672999999999999,2.3100000000000005,3.77,4.9235,4.045333333333334,6.0395,6.978999999999998,1.422,4.869,2.884,1.568,1.5275,7.6735,8.584000000000001,4.535500000000001
Universidade Federal de Minas Gerais      ,2021,651-700,nan,https://www.topuniversities.com/universities/universidade-federal-de-minas-gerais,Brazil,Belo Horizonte,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-minas-gerais_1727_small.jpg,Public,Very High,15.0,911,XL,3.363,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Genoa,2021,651-700,nan,https://www.topuniversities.com/universities/university-genoa,Italy,Genoa,Europe,https://www.topuniversities.com/sites/default/files/university-of-genoa_592560cf2aeae70239af4b62_small.jpg,Public,Very High,17.0,2.295,L,1.336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Siena,2021,651-700,nan,https://www.topuniversities.com/universities/university-siena,Italy,Siena,Europe,https://www.topuniversities.com/sites/default/files/university-of-siena_561_small.jpg,Public,High,16.0,1.500,L,741,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Hohenheim,2021,651-700,nan,https://www.topuniversities.com/universities/university-hohenheim,Germany,Stuttgart,Europe,https://www.topuniversities.com/sites/default/files/university-of-hohenheim_592560cf2aeae70239af4fcd_small.jpg,Public,Very High,22.0,1.219,M,401,231.0,Europe,6.314000000000001,5.673000000000002,3.7565,1.936,5.9645,6.205499999999999,9.072333333333331,8.269500000000003,7.851333333333333,5.0505,7.225,5.373500000000001,3.9035,5.124,5.556,7.533499999999998,3.9495
Universiti Teknologi MARA - UiTM,2021,651-700,nan,https://www.topuniversities.com/universities/universiti-teknologi-mara-uitm,Malaysia,Shah Alam,Asia,https://www.topuniversities.com/sites/default/files/universiti-teknologi-mara-uitm_732_small.jpg,Public,Very High,15.0,600,XL,3.958,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Denver,2021,651-700,nan,https://www.topuniversities.com/universities/university-denver1,United States,Denver,North America,https://www.topuniversities.com/sites/default/files/university-of-denver_157_small.jpg,Private,Very High,10.0,599,M,1.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Hyderabad,2021,651-700,nan,https://www.topuniversities.com/universities/university-hyderabad,India,Hyderabad,Asia,https://www.topuniversities.com/sites/default/files/university-of-hyderabad_592560cf2aeae70239af4d86_small.jpg,Public,High,13.0,103,M,405,110.0,Asia,10.0,10.0,8.724499999999999,3.585,3.841,4.632000000000001,3.618,8.1265,3.957333333333333,0.0,2.8405000000000005,5.5565,3.4145,5.540000000000001,4.271,4.132499999999999,3.2085000000000004
University of Massachusetts Boston,2021,651-700,nan,https://www.topuniversities.com/universities/university-massachusetts-boston,United States,Boston,North America,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-boston_592560cf2aeae70239af566b_small.jpg,Public,Very High,15.0,1.527,L,838,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Mons ,2021,651-700,nan,https://www.topuniversities.com/universities/university-mons,Belgium,Mons,Europe,https://www.topuniversities.com/sites/default/files/university-of-mons-_592560cf2aeae70239af4f68_small.jpg,Public,Very High,23.0,1.212,M,311,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Oklahoma,2021,651-700,nan,https://www.topuniversities.com/universities/university-oklahoma,United States,Norman,North America,https://www.topuniversities.com/sites/default/files/university-of-oklahoma_467_small.jpg,Public,Very High,14.0,1.418,L,1.709,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Pecs,2021,651-700,nan,https://www.topuniversities.com/universities/university-pecs,Hungary,Pécs,Europe,https://www.topuniversities.com/sites/default/files/university-of-pcs_592560cf2aeae70239af4fff_small.jpg,Public,High,10.0,4.153,L,1.620,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Plymouth,2021,651-700,nan,https://www.topuniversities.com/universities/university-plymouth,United Kingdom,Plymouth,Europe,https://www.topuniversities.com/sites/default/files/university-of-plymouth_592560cf2aeae70239af4c79_small.jpg,Public,High,15.0,2.559,L,1.056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
