university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,Unnamed: 0,UA_Continent,Housing,Cost of Living,Startups,Venture Capital,Travel Connectivity,Commute,Business Freedom,Safety,Healthcare,Education,Environmental Quality,Economy,Taxation,Internet Access,Leisure & Culture,Tolerance,Outdoors
National Chengchi University,2021,581-590,nan,https://www.topuniversities.com/universities/national-chengchi-university,Taiwan,Taipei City,Asia,https://www.topuniversities.com/sites/default/files/national-chengchi-university_436_small.jpg,Public,High,11.0,1.866,M,917,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pusan National University,2021,581-590,nan,https://www.topuniversities.com/universities/pusan-national-university,South Korea,Busan,Asia,https://www.topuniversities.com/sites/default/files/pusan-national-university_511_small.jpg,Public,Very High,11.0,1.630,L,2.211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Renmin (People's) University of China,2021,581-590,nan,https://www.topuniversities.com/universities/renmin-peoples-university-china,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/renmin-peoples-university-of-china_884_small.jpg,Public,Very High,13.0,786,L,2.150,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad de Sevilla,2021,581-590,nan,https://www.topuniversities.com/universities/universidad-de-sevilla,Spain,Seville,Europe,https://www.topuniversities.com/sites/default/files/universidad-de-sevilla_554_small.jpg,Public,Very High,13.0,5.462,XL,3.704,224.0,Europe,8.095500000000001,6.961,1.1475,0.0,3.4770000000000003,5.567000000000001,7.1196666666666655,8.929499999999999,8.221333333333332,4.259500000000001,7.220749999999999,4.296,3.894000000000001,6.1895,7.416,9.265,3.0330000000000004
University of Aveiro,2021,581-590,nan,https://www.topuniversities.com/universities/university-aveiro,Portugal,Aveiro,Europe,https://www.topuniversities.com/sites/default/files/university-of-aveiro_592560cf2aeae70239af5045_small.jpg,Public,Very High,7.0,nan,M,1.400,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of South Florida,2021,581-590,nan,https://www.topuniversities.com/universities/university-south-florida,United States,Tampa,North America,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-90-48x48.jpg,Public,Very High,18.0,5.211,XL,2.171,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Central Queensland University (CQUniversity Australia),2021,591-600,nan,https://www.topuniversities.com/universities/central-queensland-university-cquniversity-australia,Australia,Norman Gardens,Oceania,https://www.topuniversities.com/sites/default/files/central-queensland-university-_592560cf2aeae70239af4dca_small.jpg,Public,Very High,13.0,3.884,M,753,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dalian University of Technology,2021,591-600,nan,https://www.topuniversities.com/universities/dalian-university-technology,China (Mainland),Dalian,Asia,https://www.topuniversities.com/sites/default/files/dalian-university-of-technology_874_small.jpg,Public,Very High,14.0,1.128,XL,2.906,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jeonbuk National University,2021,591-600,nan,https://www.topuniversities.com/universities/jeonbuk-national-university,South Korea,Jeonju,Asia,https://www.topuniversities.com/sites/default/files/jeonbuk-national-university_592560cf2aeae70239af4aff_small.jpg,Public,Very High,8.0,1.371,L,2.345,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kanazawa University,2021,591-600,nan,https://www.topuniversities.com/universities/kanazawa-university,Japan,Kanazawa,Asia,https://www.topuniversities.com/sites/default/files/kanazawa-university_592560cf2aeae70239af4bb7_small.jpg,Public,Very High,8.0,567,M,1.239,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kazakh National Agrarian University KazNAU,2021,591-600,nan,https://www.topuniversities.com/universities/kazakh-national-agrarian-university-kaznau,Kazakhstan,Almaty,Asia,https://www.topuniversities.com/sites/default/files/kazakh-national-agrarian-university-_592560cf2aeae70239af55d1_small.jpg,Public,Low,7.0,952,M,1.086,3.0,Asia,9.282,9.333,2.4585,0.0,4.592,5.871249999999999,5.568,7.309,4.5456666666666665,2.283,3.85675,5.269,8.522,2.886,2.9370000000000003,6.5395,5.499999999999999
Palacký University Olomouc,2021,591-600,nan,https://www.topuniversities.com/universities/palacky-university-olomouc,Czech Republic,nan,Europe,https://www.topuniversities.com/sites/default/files/palack-university-in-olomouc_592560cf2aeae70239af5946_small.jpg,Public,Very High,10.0,2.177,L,1.807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Samara National Research University (Samara University),2021,591-600,nan,https://www.topuniversities.com/universities/samara-national-research-university-samara-university,Russia,Samara,Europe,https://www.topuniversities.com/sites/default/files/samara-national-research-university-samara-university_21813_small.jpg,Public,Very High,7.0,1.068,M,1.286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Southern Federal University,2021,591-600,nan,https://www.topuniversities.com/universities/southern-federal-university,Russia,Rostov-on-Don,Europe,https://www.topuniversities.com/sites/default/files/southern-federal-university_592560cf2aeae70239af5301_small.jpg,Public,Very High,7.0,2.905,L,2.631,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universitat de Valencia,2021,591-600,nan,https://www.topuniversities.com/universities/universitat-de-valencia,Spain,València,Europe,https://www.topuniversities.com/sites/default/files/universitat-de-valencia_647_small.jpg,Public,Very High,16.0,3.953,XL,3.004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Minho,2021,591-600,nan,https://www.topuniversities.com/universities/university-minho,Portugal,Braga,Europe,https://www.topuniversities.com/sites/default/files/university-of-minho_1476_small.jpg,Public,Very High,9.0,2.538,L,2.182,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Tehran,2021,591-600,nan,https://www.topuniversities.com/universities/university-tehran,"Iran, Islamic Republic of",Tehran,Asia,https://www.topuniversities.com/sites/default/files/university-of-tehran_699_small.jpg,Public,Very High,21.0,787,XL,2.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
American University in Dubai,2021,601-650,nan,https://www.topuniversities.com/universities/american-university-dubai,United Arab Emirates,Dubai,Asia,https://www.topuniversities.com/sites/default/files/american-university-in-dubai_1200_small.jpg,Private,High,14.0,1.275,S,116,80.0,Asia,2.591,5.49,7.309000000000001,4.183,4.508,4.2285,8.036999999999999,9.172,6.392,2.28,6.035500000000001,7.885999999999999,10.0,3.151,4.6705,5.426500000000001,5.7985
Ateneo de Manila University,2021,601-650,nan,https://www.topuniversities.com/universities/ateneo-de-manila-university,Philippines,Quezon City,Asia,https://www.topuniversities.com/sites/default/files/ateneo-de-manila-university_592560cf2aeae70239af4aa1_small.jpg,Private,Medium,11.0,372,M,1.017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bangor University,2021,601-650,nan,https://www.topuniversities.com/universities/bangor-university,United Kingdom,nan,Europe,https://www.topuniversities.com/sites/default/files/bangor-university_42_small.jpg,Public,Very High,12.0,2.196,M,740,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Carleton University,2021,601-650,nan,https://www.topuniversities.com/universities/carleton-university,Canada,Ottawa,North America,https://www.topuniversities.com/sites/default/files/carleton-university_100_small.jpg,Public,Very High,28.0,5.371,L,939,179.0,North America,6.700499999999999,6.027,6.055,2.612,1.532,5.4052500000000006,8.966,8.4475,8.011333333333333,5.423500000000001,9.29225,5.8405000000000005,7.2745000000000015,6.267499999999999,6.0920000000000005,8.6295,5.318499999999999
Chiang Mai University,2021,601-650,nan,https://www.topuniversities.com/universities/chiang-mai-university,Thailand,Chiang Mai,Asia,https://www.topuniversities.com/sites/default/files/chiang-mai-university_118_small.jpg,Public,High,13.0,1.325,XL,2.510,59.0,Asia,9.3725,8.495000000000001,1.783,0.0,1.6945,5.141249999999999,5.6036666666666655,8.452500000000002,7.393666666666667,1.6875,3.981,2.387,6.794500000000001,4.2865,6.847500000000001,6.8715,3.088
Drexel University,2021,601-650,nan,https://www.topuniversities.com/universities/drexel-university,United States,Philadelphia,North America,https://www.topuniversities.com/sites/default/files/drexel-university_163_small.jpg,Private,Very High,11.0,2.526,L,1.837,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
East China University of Science and Technology,2021,601-650,nan,https://www.topuniversities.com/universities/east-china-university-science-technology,China (Mainland),Shanghai,Asia,https://www.topuniversities.com/sites/default/files/east-china-university-of-science-and-technology_876_small.jpg,Public,Very High,14.0,574,L,2.046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Eötvös Loránd University,2021,601-650,nan,https://www.topuniversities.com/universities/eotvos-lorand-university,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/etvs-lornd-university_366_small.jpg,Public,Very High,12.0,3.517,L,2.302,45.0,Europe,8.570500000000001,7.947999999999999,5.4935,2.8040000000000003,4.426500000000001,5.395000000000001,6.707999999999999,8.218499999999999,5.745999999999999,3.693,5.2875,4.946,6.1075,6.759,8.253000000000002,7.228,5.112000000000001
Gifu University,2021,601-650,nan,https://www.topuniversities.com/universities/gifu-university,Japan,Gifu City,Asia,https://www.topuniversities.com/sites/default/files/gifu-university_592560cf2aeae70239af4b69_small.jpg,Public,Very High,7.0,290,M,1.003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Holy Spirit University of Kaslik ,2021,601-650,nan,https://www.topuniversities.com/universities/holy-spirit-university-kaslik,Lebanon,Jounieh,Asia,https://www.topuniversities.com/sites/default/files/holy-spirit-university-of-kaslik-_592560cf2aeae70239af4ee8_small.jpg,Private,Medium,8.0,889,M,635,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hunan University ,2021,601-650,nan,https://www.topuniversities.com/universities/hunan-university,China (Mainland),Changsha,Asia,https://www.topuniversities.com/sites/default/files/hunan-university-_592560cf2aeae70239af4df1_small.jpg,Public,Very High,14.0,1.191,XL,2.702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Indian Institute of Technology Hyderabad,2021,601-650,nan,https://www.topuniversities.com/universities/indian-institute-technology-hyderabad,India,Sangareddy,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-hyderabad_592560e19988f300e2320f86_small.jpg,Public,Very High,13.0,29,S,259,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Instituto Tecnológico de Buenos Aires (ITBA),2021,601-650,nan,https://www.topuniversities.com/universities/instituto-tecnologico-de-buenos-aires-itba,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-de-buenos-aires-itba_592560cf2aeae70239af4bae_small.jpg,Private,High,16.0,333,S,220,46.0,South America,8.812000000000001,7.763999999999999,4.672999999999999,2.3100000000000005,3.77,4.9235,4.045333333333334,6.0395,6.978999999999998,1.422,4.869,2.884,1.568,1.5275,7.6735,8.584000000000001,4.535500000000001
International Islamic University Malaysia (IIUM),2021,601-650,nan,https://www.topuniversities.com/universities/international-islamic-university-malaysia-iium,Malaysia,Kuala Lumpur,Asia,https://www.topuniversities.com/sites/default/files/international-islamic-university-malaysia-iium_717_small.jpg,Public,High,14.0,6.159,L,1.904,124.0,Asia,8.663499999999999,8.238,5.542,4.245,3.5620000000000003,4.37975,7.597333333333332,5.880999999999999,5.950333333333333,2.527,3.869999999999999,6.339,6.1265,5.4615,7.166,1.528,5.738500000000001
Iran University of Science and Technology,2021,601-650,nan,https://www.topuniversities.com/universities/iran-university-science-technology,"Iran, Islamic Republic of",Tehran,Asia,https://www.topuniversities.com/sites/default/files/iran-university-of-science-and-technology_592560cf2aeae70239af4e57_small.jpg,Public,Very High,29.0,138,L,532,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ivane Javakhishvili Tbilisi State University,2021,601-650,nan,https://www.topuniversities.com/universities/ivane-javakhishvili-tbilisi-state-university,Georgia,nan,Asia,https://www.topuniversities.com/sites/default/files/ivane-javakhishvili-tbilisi-state-university_592560e59988f300e2321ac8_small.jpg,Public,High,7.0,662,L,3.018,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jinan University (China),2021,601-650,nan,https://www.topuniversities.com/universities/jinan-university-china,China (Mainland),Guangzhou,Asia,https://www.topuniversities.com/sites/default/files/jinan-university-china_592560cf2aeae70239af5298_small.jpg,Public,Very High,17.0,11.950,XL,2.413,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Abai Kazakh National Pedagogical University,2021,601-650,nan,https://www.topuniversities.com/universities/abai-kazakh-national-pedagogical-university,Kazakhstan,Almaty,Asia,https://www.topuniversities.com/sites/default/files/abai-kazakh-national-pedagogical-university_592560cf2aeae70239af55d7_small.jpg,Public,Medium,7.0,333,L,1.994,3.0,Asia,9.282,9.333,2.4585,0.0,4.592,5.871249999999999,5.568,7.309,4.5456666666666665,2.283,3.85675,5.269,8.522,2.886,2.9370000000000003,6.5395,5.499999999999999
King Khalid University,2021,601-650,nan,https://www.topuniversities.com/universities/king-khalid-university,Saudi Arabia,Abha,Asia,https://www.topuniversities.com/sites/default/files/king-khalid-university_1174_small.jpg,Public,High,11.0,1.171,XL,3.544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Free University of Bozen-Bolzano,2021,601-650,nan,https://www.topuniversities.com/universities/free-university-bozen-bolzano,Italy,Bolzano,Europe,https://www.topuniversities.com/sites/default/files/free-university-of-bozen-bolzano_592560cf2aeae70239af5007_small.jpg,Public,Very High,15.0,621,S,279,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lobachevsky University,2021,601-650,nan,https://www.topuniversities.com/universities/lobachevsky-university,Russia,Nizhny Novgorod,Europe,https://www.topuniversities.com/sites/default/files/lobachevsky-university_1497_small.jpg,Public,Very High,9.0,1.750,L,1.880,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Michigan Technological University,2021,601-650,nan,https://www.topuniversities.com/universities/michigan-technological-university,United States,Houghton,North America,https://www.topuniversities.com/sites/default/files/michigan-technological-university_1810_small.jpg,Public,Very High,12.0,694,M,562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Middle East Technical University,2021,601-650,nan,https://www.topuniversities.com/universities/middle-east-technical-university,Turkey,Ankara,Asia,https://www.topuniversities.com/sites/default/files/middle-east-technical-university_2110_small.jpg,Public,Very High,17.0,1.683,L,1.049,7.0,Asia,9.928,9.125,3.9725000000000006,0.0,2.0475,5.291,5.948333333333333,7.425000000000002,6.914333333333333,2.0285,2.9360000000000004,4.093500000000001,4.323499999999999,2.3160000000000003,8.638499999999999,4.485500000000001,5.1465
Missouri University of Science and Technology,2021,601-650,nan,https://www.topuniversities.com/universities/missouri-university-science-technology,United States,Rolla,North America,https://www.topuniversities.com/sites/default/files/missouri-university-of-science-and-technology_592560cf2aeae70239af51e4_small.jpg,Public,Very High,18.0,557,M,369,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
National Chung Hsing University,2021,601-650,nan,https://www.topuniversities.com/universities/national-chung-hsing-university,Taiwan,Taichung City,Asia,https://www.topuniversities.com/sites/default/files/national-chung-hsing-university_438_small.jpg,Public,Very High,12.0,957,L,1.068,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Shenzhen University,2021,601-650,nan,https://www.topuniversities.com/universities/shenzhen-university,China (Mainland),Shenzhen,Asia,https://www.topuniversities.com/sites/default/files/shenzhen-university_24794_small.jpg,Public,Very High,8.0,465,XL,4.947,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Smith College,2021,601-650,nan,https://www.topuniversities.com/universities/smith-college,United States,Northampton,North America,https://www.topuniversities.com/sites/default/files/smith-college_592560cf2aeae70239af4cb7_small.jpg,Private,Very High,8.0,368,S,378,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Sofia University ""St. Kliment Ohridski""",2021,601-650,nan,https://www.topuniversities.com/universities/sofia-university-st-kliment-ohridski,Bulgaria,Sofia,Europe,https://www.topuniversities.com/sites/default/files/sofia-university-st.-kliment-ohridski_592560cf2aeae70239af5654_small.jpg,Public,High,7.0,1.564,L,2.606,228.0,Europe,9.306,8.55,4.691,3.1550000000000007,2.6665,5.622,5.295333333333333,7.550499999999999,5.586666666666666,2.0145,4.99925,3.25,8.720500000000001,6.272500000000001,5.318499999999999,6.740500000000001,4.0565
Syracuse University,2021,601-650,nan,https://www.topuniversities.com/universities/syracuse-university,United States,Syracuse,North America,https://www.topuniversities.com/sites/default/files/syracuse-university_812_small.jpg,Private,Very High,14.0,3.571,L,1.374,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Taras Shevchenko National University of Kyiv,2021,601-650,nan,https://www.topuniversities.com/universities/taras-shevchenko-national-university-kyiv,Ukraine,Kyiv,Europe,https://www.topuniversities.com/sites/default/files/taras-shevchenko-national-university-of-kyiv_14977_small.jpg,Public,Very High,10.0,1.545,L,2.442,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tokushima University,2021,601-650,nan,https://www.topuniversities.com/universities/tokushima-university,Japan,Tokushima City,Asia,https://www.topuniversities.com/sites/default/files/the-university-of-tokushima-_592560cf2aeae70239af4e88_small.jpg,Public,Very High,8.0,205,M,967,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tokyo University of Agriculture and Technology ,2021,601-650,nan,https://www.topuniversities.com/universities/tokyo-university-agriculture-technology,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/tokyo-university-of-agriculture-and-technology_1030_small.jpg,Public,Very High,15.0,335,M,388,244.0,Asia,5.657000000000001,3.431,6.297000000000001,3.962999999999999,8.1515,6.0075,8.377666666666666,10.0,8.82633333333333,6.980500000000001,5.955750000000001,3.7235,6.033,4.835000000000001,9.342000000000002,7.194500000000001,6.5225
Ulster University,2021,601-650,nan,https://www.topuniversities.com/universities/ulster-university,United Kingdom,Coleraine,Europe,https://www.topuniversities.com/sites/default/files/ulster-university_1641_small.jpg,Public,Very High,13.0,1.845,L,1.152,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad de Concepción,2021,601-650,nan,https://www.topuniversities.com/universities/universidad-de-concepcion,Chile,Concepción,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-concepcin_1700_small.jpg,Private,High,16.0,554,L,1.633,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Salamanca,2021,601-650,nan,https://www.topuniversities.com/universities/university-salamanca,Spain,Salamanca,Europe,https://www.topuniversities.com/sites/default/files/university-of-salamanca_544_small.jpg,Public,High,13.0,4.197,L,2.034,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Università degli Studi di Pavia,2021,601-650,nan,https://www.topuniversities.com/universities/universita-degli-studi-di-pavia,Italy,Pavia,Europe,https://www.topuniversities.com/sites/default/files/universit-degli-studi-di-pavia_592560cf2aeae70239af4c70_small.jpg,Public,Very High,17.0,1.751,L,981,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universitat Ramon Llull,2021,601-650,nan,https://www.topuniversities.com/universities/universitat-ramon-llull,Spain,Barcelona,Europe,https://www.topuniversities.com/sites/default/files/RL-logo-48x48.jpg,Private,High,18.0,2.877,L,963,18.0,Europe,6.323,6.074000000000001,7.7585000000000015,5.655,5.806,5.69925,7.1196666666666655,7.407499999999999,8.403333333333332,5.029000000000002,3.6655000000000006,4.296,3.894000000000001,6.467999999999999,8.591499999999998,7.471500000000001,5.827999999999999
Universität Regensburg,2021,601-650,nan,https://www.topuniversities.com/universities/universitat-regensburg,Germany,Regensburg,Europe,https://www.topuniversities.com/sites/default/files/universitt-regensburg_592560cf2aeae70239af4c89_small.jpg,Public,Very High,6.0,1.705,L,3.252,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Université de Fribourg,2021,601-650,nan,https://www.topuniversities.com/universities/universite-de-fribourg,Switzerland,Fribourg,Europe,https://www.topuniversities.com/sites/default/files/universit-de-fribourg_1603_small.jpg,Public,Very High,20.0,2.345,L,589,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Université du Québec,2021,601-650,nan,https://www.topuniversities.com/universities/universite-du-quebec,Canada,Québec,North America,https://www.topuniversities.com/sites/default/files/universit-du-qubec_512_small.jpg,Public,Very High,10.0,3.057,L,1.908,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Université Côte d'Azur,2021,601-650,nan,https://www.topuniversities.com/universities/universite-cote-dazur,France,nan,Europe,https://www.topuniversities.com/sites/default/files/universit-cte-dazur_5c056024094c9000617768e0_small.jpg,Public,High,23.0,5.715,XL,1.343,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Bradford,2021,601-650,nan,https://www.topuniversities.com/universities/university-bradford,United Kingdom,Bradford,Europe,https://www.topuniversities.com/sites/default/files/university-of-bradford_592560cf2aeae70239af4ac5_small.jpg,Public,Very High,17.0,2.270,M,500,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Cincinnati,2021,601-650,nan,https://www.topuniversities.com/universities/university-cincinnati,United States,Cincinnati,North America,https://www.topuniversities.com/sites/default/files/university-of-cincinnati_129_small.jpg,Public,Very High,11.0,2.800,XL,2.756,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Hull,2021,601-650,nan,https://www.topuniversities.com/universities/university-hull,United Kingdom,Hull,Europe,https://www.topuniversities.com/sites/default/files/university-of-hull_592560cf2aeae70239af4b93_small.jpg,Public,High,13.0,2.412,L,996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Jordan,2021,601-650,nan,https://www.topuniversities.com/universities/university-jordan,Jordan,Amman,Asia,https://www.topuniversities.com/sites/default/files/university-of-jordan_592560cf2aeae70239af533b_small.jpg,Public,High,14.0,4.851,XL,2.190,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Kentucky,2021,601-650,nan,https://www.topuniversities.com/universities/university-kentucky,United States,Lexington,North America,https://www.topuniversities.com/sites/default/files/university-of-kentucky_316_small.jpg,Public,Very High,12.0,1.294,L,2.239,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Ljubljana,2021,601-650,nan,https://www.topuniversities.com/universities/university-ljubljana,Slovenia,Ljubljana,Europe,https://www.topuniversities.com/sites/default/files/university-of-ljubljana_351_small.jpg,Public,Very High,10.0,2.702,XL,3.981,137.0,Europe,8.214000000000002,6.749000000000001,4.088000000000001,1.2300000000000002,2.293,5.69875,7.676666666666666,8.953,7.671666666666668,4.851999999999999,8.661750000000001,4.7205,4.8100000000000005,5.4895000000000005,4.799,8.184000000000001,1.8225
University of Manitoba,2021,601-650,nan,https://www.topuniversities.com/universities/university-manitoba,Canada,Winnipeg,North America,https://www.topuniversities.com/sites/default/files/university-of-manitoba_592560cf2aeae70239af4c0a_small.jpg,Public,Very High,10.0,4.770,XL,3.137,261.0,North America,7.552500000000001,5.882,3.7965,0.0,1.4754999999999998,5.104500000000001,8.966,6.0155,7.755666666666667,5.344000000000001,5.67475,5.8405000000000005,7.2745000000000015,4.902500000000001,4.688,6.659000000000001,4.243
University of New Mexico,2021,601-650,nan,https://www.topuniversities.com/universities/university-new-mexico,United States,Albuquerque,North America,https://www.topuniversities.com/sites/default/files/university-of-new-mexico_592560cf2aeae70239af4c41_small.jpg,Public,Very High,9.0,870,L,2.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Oregon,2021,601-650,nan,https://www.topuniversities.com/universities/university-oregon,United States,Eugene,North America,https://www.topuniversities.com/sites/default/files/university-of-oregon_592560cf2aeae70239af4c58_small.jpg,Public,Very High,13.0,1.740,L,1.583,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Portsmouth,2021,601-650,nan,https://www.topuniversities.com/universities/university-portsmouth,United Kingdom,Portsmouth,Europe,https://www.topuniversities.com/sites/default/files/university-of-portsmouth_592560cf2aeae70239af4c7d_small.jpg,Public,Very High,16.0,5.827,L,1.359,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Sharjah,2021,601-650,nan,https://www.topuniversities.com/universities/university-sharjah,United Arab Emirates,nan,Asia,https://www.topuniversities.com/sites/default/files/university-of-sharjah_592560cf2aeae70239af5471_small.jpg,Private,High,18.0,6.988,L,678,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
University of Vermont,2021,601-650,nan,https://www.topuniversities.com/universities/university-vermont,United States,Burlington,North America,https://www.topuniversities.com/sites/default/files/university-of-vermont_808_small.jpg,Public,High,8.0,546,L,1.485,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
American University,2021,651-700,nan,https://www.topuniversities.com/universities/american-university,United States,Washington D.C.,North America,https://www.topuniversities.com/sites/default/files/american-university_17_small.jpg,Private,High,11.0,1.305,M,1.091,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Applied Science University - Bahrain,2021,651-700,nan,https://www.topuniversities.com/universities/applied-science-university-bahrain,Bahrain,Al-Ekir,Asia,https://www.topuniversities.com/sites/default/files/applied-science-university-of-bahrain_592560e29988f300e23211d4_small.jpg,Private,Medium,11.0,341,S,178,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
